,Okres,Kraj,OborPece,POCET
1775,Příbram,Středočeský kraj,Porodní asistentka,2
1776,Příbram,Středočeský kraj,Všeobecná sestra,3
1777,Příbram,Středočeský kraj,Zubní technik,6
1778,Příbram,Středočeský kraj,alergologie a klinická imunologie,1
1779,Příbram,Středočeský kraj,chirurgie,5
1780,Příbram,Středočeský kraj,dermatovenerologie,4
1781,Příbram,Středočeský kraj,gynekologie a porodnictví,15
1782,Příbram,Středočeský kraj,hematologie a transfúzní lékařství,1
1783,Příbram,Středočeský kraj,infekční lékařství,1
1784,Příbram,Středočeský kraj,kardiologie,1
1785,Příbram,Středočeský kraj,neurologie,2
1786,Příbram,Středočeský kraj,oftalmologie,6
1787,Příbram,Středočeský kraj,ortodoncie,1
1788,Příbram,Středočeský kraj,ortopedie a traumatologie pohybového ústrojí,3
1789,Příbram,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1790,Příbram,Středočeský kraj,plastická chirurgie,1
1791,Příbram,Středočeský kraj,praktické lékařství pro děti a dorost,20
1792,Příbram,Středočeský kraj,psychiatrie,1
1793,Příbram,Středočeský kraj,radiologie a zobrazovací metody,4
1794,Příbram,Středočeský kraj,revmatologie,2
1795,Příbram,Středočeský kraj,urologie,3
1796,Příbram,Středočeský kraj,vnitřní lékařství,5
1797,Příbram,Středočeský kraj,všeobecné praktické lékařství,53
1798,Příbram,Středočeský kraj,zubní lékařství,17
1799,Rakovník,Středočeský kraj,Dentální hygienistka,3
1800,Rakovník,Středočeský kraj,Fyzioterapeut,2
1801,Rakovník,Středočeský kraj,Klinický logoped,1
1802,Rakovník,Středočeský kraj,Klinický psycholog,1
1803,Rakovník,Středočeský kraj,Optometrista,3
1804,Rakovník,Středočeský kraj,Porodní asistentka,2
1805,Rakovník,Středočeský kraj,Zubní technik,3
1806,Rakovník,Středočeský kraj,chirurgie,3
1807,Rakovník,Středočeský kraj,dermatovenerologie,2
1808,Rakovník,Středočeský kraj,dětská neurologie,1
1809,Rakovník,Středočeský kraj,gynekologie a porodnictví,7
1810,Rakovník,Středočeský kraj,neurologie,1
1811,Rakovník,Středočeský kraj,oftalmologie,4
1812,Rakovník,Středočeský kraj,ortodoncie,1
1813,Rakovník,Středočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1814,Rakovník,Středočeský kraj,praktické lékařství pro děti a dorost,10
1815,Rakovník,Středočeský kraj,psychiatrie,1
1816,Rakovník,Středočeský kraj,radiologie a zobrazovací metody,1
1817,Rakovník,Středočeský kraj,vnitřní lékařství,2
1818,Rakovník,Středočeský kraj,všeobecné praktické lékařství,26
1819,Rakovník,Středočeský kraj,zubní lékařství,5
1820,Rokycany,Plzeňský kraj,Farmaceutický asistent,1
1821,Rokycany,Plzeňský kraj,Fyzioterapeut,7
1822,Rokycany,Plzeňský kraj,Klinický logoped,2
1823,Rokycany,Plzeňský kraj,Klinický psycholog,2
1824,Rokycany,Plzeňský kraj,Optometrista,2
1825,Rokycany,Plzeňský kraj,Porodní asistentka,1
1826,Rokycany,Plzeňský kraj,Všeobecná sestra,2
1827,Rokycany,Plzeňský kraj,Zubní technik,2
1828,Rokycany,Plzeňský kraj,chirurgie,1
1829,Rokycany,Plzeňský kraj,dermatovenerologie,2
1830,Rokycany,Plzeňský kraj,dětská a dorostová psychiatrie,1
1831,Rokycany,Plzeňský kraj,gynekologie a porodnictví,8
1832,Rokycany,Plzeňský kraj,neurologie,2
1833,Rokycany,Plzeňský kraj,oftalmologie,7
1834,Rokycany,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,3
1835,Rokycany,Plzeňský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1836,Rokycany,Plzeňský kraj,pracovní lékařství,1
1837,Rokycany,Plzeňský kraj,praktické lékařství pro děti a dorost,7
1838,Rokycany,Plzeňský kraj,praktické lékárenství,1
1839,Rokycany,Plzeňský kraj,psychiatrie,1
1840,Rokycany,Plzeňský kraj,tělovýchovné lékařství,1
1841,Rokycany,Plzeňský kraj,urologie,2
1842,Rokycany,Plzeňský kraj,vnitřní lékařství,1
1843,Rokycany,Plzeňský kraj,všeobecné praktické lékařství,19
1844,Rokycany,Plzeňský kraj,zubní lékařství,14
1845,Rychnov nad Kněžnou,Královéhradecký kraj,Dentální hygienistka,4
1846,Rychnov nad Kněžnou,Královéhradecký kraj,Fyzioterapeut,19
1847,Rychnov nad Kněžnou,Královéhradecký kraj,Klinický logoped,7
1848,Rychnov nad Kněžnou,Královéhradecký kraj,Klinický psycholog,3
1849,Rychnov nad Kněžnou,Královéhradecký kraj,Nutriční terapeut,1
1850,Rychnov nad Kněžnou,Královéhradecký kraj,Optometrista,2
1851,Rychnov nad Kněžnou,Královéhradecký kraj,Všeobecná sestra,18
1852,Rychnov nad Kněžnou,Královéhradecký kraj,Zubní technik,5
1853,Rychnov nad Kněžnou,Královéhradecký kraj,alergologie a klinická imunologie,1
1854,Rychnov nad Kněžnou,Královéhradecký kraj,anesteziologie a intenzivní medicína,1
1855,Rychnov nad Kněžnou,Královéhradecký kraj,chirurgie,6
1856,Rychnov nad Kněžnou,Královéhradecký kraj,dermatovenerologie,4
1857,Rychnov nad Kněžnou,Královéhradecký kraj,endokrinologie a diabetologie,2
1858,Rychnov nad Kněžnou,Královéhradecký kraj,gastroenterologie,1
1859,Rychnov nad Kněžnou,Královéhradecký kraj,gynekologie a porodnictví,12
1860,Rychnov nad Kněžnou,Královéhradecký kraj,hematologie a transfúzní lékařství,1
1861,Rychnov nad Kněžnou,Královéhradecký kraj,infekční lékařství,1
1862,Rychnov nad Kněžnou,Královéhradecký kraj,kardiologie,1
1863,Rychnov nad Kněžnou,Královéhradecký kraj,neurologie,1
1864,Rychnov nad Kněžnou,Královéhradecký kraj,oftalmologie,3
1865,Rychnov nad Kněžnou,Královéhradecký kraj,ortopedie a traumatologie pohybového ústrojí,7
1866,Rychnov nad Kněžnou,Královéhradecký kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1867,Rychnov nad Kněžnou,Královéhradecký kraj,pneumologie a ftizeologie,2
1868,Rychnov nad Kněžnou,Královéhradecký kraj,pracovní lékařství,1
1869,Rychnov nad Kněžnou,Královéhradecký kraj,praktické lékařství pro děti a dorost,15
1870,Rychnov nad Kněžnou,Královéhradecký kraj,praktické lékárenství,1
1871,Rychnov nad Kněžnou,Královéhradecký kraj,psychiatrie,5
1872,Rychnov nad Kněžnou,Královéhradecký kraj,radiologie a zobrazovací metody,2
1873,Rychnov nad Kněžnou,Královéhradecký kraj,rehabilitační a fyzikální medicína,4
1874,Rychnov nad Kněžnou,Královéhradecký kraj,urgentní medicína,2
1875,Rychnov nad Kněžnou,Královéhradecký kraj,urologie,4
1876,Rychnov nad Kněžnou,Královéhradecký kraj,vnitřní lékařství,1
1877,Rychnov nad Kněžnou,Královéhradecký kraj,všeobecné praktické lékařství,35
1878,Rychnov nad Kněžnou,Královéhradecký kraj,zubní lékařství,16
1879,Semily,Liberecký kraj,Dentální hygienistka,2
1880,Semily,Liberecký kraj,Fyzioterapeut,4
1881,Semily,Liberecký kraj,Klinický psycholog,3
1882,Semily,Liberecký kraj,Optometrista,2
1883,Semily,Liberecký kraj,Porodní asistentka,4
1884,Semily,Liberecký kraj,Všeobecná sestra,3
1885,Semily,Liberecký kraj,Zubní technik,1
1886,Semily,Liberecký kraj,alergologie a klinická imunologie,1
1887,Semily,Liberecký kraj,anesteziologie a intenzivní medicína,5
1888,Semily,Liberecký kraj,chirurgie,1
1889,Semily,Liberecký kraj,dermatovenerologie,3
1890,Semily,Liberecký kraj,gynekologie a porodnictví,9
1891,Semily,Liberecký kraj,neurologie,3
1892,Semily,Liberecký kraj,oftalmologie,5
1893,Semily,Liberecký kraj,ortopedie a traumatologie pohybového ústrojí,6
1894,Semily,Liberecký kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1895,Semily,Liberecký kraj,pediatrie,2
1896,Semily,Liberecký kraj,plastická chirurgie,1
1897,Semily,Liberecký kraj,praktické lékařství pro děti a dorost,7
1898,Semily,Liberecký kraj,praktické lékárenství,3
1899,Semily,Liberecký kraj,psychiatrie,1
1900,Semily,Liberecký kraj,radiologie a zobrazovací metody,3
1901,Semily,Liberecký kraj,rehabilitační a fyzikální medicína,1
1902,Semily,Liberecký kraj,tělovýchovné lékařství,1
1903,Semily,Liberecký kraj,urologie,1
1904,Semily,Liberecký kraj,všeobecné praktické lékařství,24
1905,Semily,Liberecký kraj,zubní lékařství,23
1906,Sokolov,Karlovarský kraj,Dentální hygienistka,3
1907,Sokolov,Karlovarský kraj,Fyzioterapeut,4
1908,Sokolov,Karlovarský kraj,Klinický psycholog,2
1909,Sokolov,Karlovarský kraj,Optometrista,6
1910,Sokolov,Karlovarský kraj,Ortotik-protetik,2
1911,Sokolov,Karlovarský kraj,Porodní asistentka,4
1912,Sokolov,Karlovarský kraj,Všeobecná sestra,1
1913,Sokolov,Karlovarský kraj,Zubní technik,15
1914,Sokolov,Karlovarský kraj,alergologie a klinická imunologie,2
1915,Sokolov,Karlovarský kraj,anesteziologie a intenzivní medicína,5
1916,Sokolov,Karlovarský kraj,chirurgie,6
1917,Sokolov,Karlovarský kraj,dermatovenerologie,1
1918,Sokolov,Karlovarský kraj,dětská gastroenterologie a hepatologie,1
1919,Sokolov,Karlovarský kraj,dětská kardiologie,1
1920,Sokolov,Karlovarský kraj,endokrinologie a diabetologie,2
1921,Sokolov,Karlovarský kraj,gastroenterologie,1
1922,Sokolov,Karlovarský kraj,gynekologie a porodnictví,13
1923,Sokolov,Karlovarský kraj,hematologie a transfúzní lékařství,1
1924,Sokolov,Karlovarský kraj,kardiologie,1
1925,Sokolov,Karlovarský kraj,klinická onkologie,1
1926,Sokolov,Karlovarský kraj,neurologie,2
1927,Sokolov,Karlovarský kraj,oftalmologie,8
1928,Sokolov,Karlovarský kraj,ortopedie a traumatologie pohybového ústrojí,9
1929,Sokolov,Karlovarský kraj,otorinolaryngologie a chirurgie hlavy a krku,3
1930,Sokolov,Karlovarský kraj,patologie,1
1931,Sokolov,Karlovarský kraj,pneumologie a ftizeologie,1
1932,Sokolov,Karlovarský kraj,praktické lékařství pro děti a dorost,11
1933,Sokolov,Karlovarský kraj,praktické lékárenství,2
1934,Sokolov,Karlovarský kraj,psychiatrie,1
1935,Sokolov,Karlovarský kraj,radiologie a zobrazovací metody,8
1936,Sokolov,Karlovarský kraj,revmatologie,2
1937,Sokolov,Karlovarský kraj,urologie,1
1938,Sokolov,Karlovarský kraj,vnitřní lékařství,4
1939,Sokolov,Karlovarský kraj,všeobecné praktické lékařství,35
1940,Sokolov,Karlovarský kraj,zubní lékařství,20
1941,Strakonice,Jihočeský kraj,Dentální hygienistka,3
1942,Strakonice,Jihočeský kraj,Fyzioterapeut,6
1943,Strakonice,Jihočeský kraj,Klinický psycholog,2
1944,Strakonice,Jihočeský kraj,Optometrista,4
1945,Strakonice,Jihočeský kraj,Porodní asistentka,2
1946,Strakonice,Jihočeský kraj,Všeobecná sestra,3
1947,Strakonice,Jihočeský kraj,Zubní technik,6
1948,Strakonice,Jihočeský kraj,alergologie a klinická imunologie,2
1949,Strakonice,Jihočeský kraj,anesteziologie a intenzivní medicína,1
1950,Strakonice,Jihočeský kraj,chirurgie,1
1951,Strakonice,Jihočeský kraj,dermatovenerologie,4
1952,Strakonice,Jihočeský kraj,dětská kardiologie,1
1953,Strakonice,Jihočeský kraj,endokrinologie a diabetologie,1
1954,Strakonice,Jihočeský kraj,gastroenterologie,1
1955,Strakonice,Jihočeský kraj,gynekologie a porodnictví,9
1956,Strakonice,Jihočeský kraj,hematologie a transfúzní lékařství,1
1957,Strakonice,Jihočeský kraj,kardiologie,1
1958,Strakonice,Jihočeský kraj,neurologie,2
1959,Strakonice,Jihočeský kraj,oftalmologie,2
1960,Strakonice,Jihočeský kraj,ortodoncie,1
1961,Strakonice,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,4
1962,Strakonice,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,1
1963,Strakonice,Jihočeský kraj,pneumologie a ftizeologie,1
1964,Strakonice,Jihočeský kraj,praktické lékařství pro děti a dorost,10
1965,Strakonice,Jihočeský kraj,psychiatrie,1
1966,Strakonice,Jihočeský kraj,radiologie a zobrazovací metody,2
1967,Strakonice,Jihočeský kraj,rehabilitační a fyzikální medicína,2
1968,Strakonice,Jihočeský kraj,urologie,2
1969,Strakonice,Jihočeský kraj,všeobecné praktické lékařství,30
1970,Strakonice,Jihočeský kraj,zubní lékařství,17
1971,Svitavy,Pardubický kraj,Dentální hygienistka,1
1972,Svitavy,Pardubický kraj,Fyzioterapeut,12
1973,Svitavy,Pardubický kraj,Klinický logoped,5
1974,Svitavy,Pardubický kraj,Klinický psycholog,3
1975,Svitavy,Pardubický kraj,Optometrista,6
1976,Svitavy,Pardubický kraj,Porodní asistentka,3
1977,Svitavy,Pardubický kraj,Všeobecná sestra,4
1978,Svitavy,Pardubický kraj,Zubní technik,4
1979,Svitavy,Pardubický kraj,alergologie a klinická imunologie,2
1980,Svitavy,Pardubický kraj,chirurgie,6
1981,Svitavy,Pardubický kraj,dermatovenerologie,4
1982,Svitavy,Pardubický kraj,dětská kardiologie,2
1983,Svitavy,Pardubický kraj,dětská neurologie,1
1984,Svitavy,Pardubický kraj,endokrinologie a diabetologie,1
1985,Svitavy,Pardubický kraj,epidemiologie,1
1986,Svitavy,Pardubický kraj,gynekologie a porodnictví,10
1987,Svitavy,Pardubický kraj,neurologie,5
1988,Svitavy,Pardubický kraj,oftalmologie,5
1989,Svitavy,Pardubický kraj,ortodoncie,6
1990,Svitavy,Pardubický kraj,ortopedie a traumatologie pohybového ústrojí,5
1991,Svitavy,Pardubický kraj,otorinolaryngologie a chirurgie hlavy a krku,2
1992,Svitavy,Pardubický kraj,pneumologie a ftizeologie,2
1993,Svitavy,Pardubický kraj,praktické lékařství pro děti a dorost,23
1994,Svitavy,Pardubický kraj,praktické lékárenství,1
1995,Svitavy,Pardubický kraj,psychiatrie,6
1996,Svitavy,Pardubický kraj,rehabilitační a fyzikální medicína,2
1997,Svitavy,Pardubický kraj,urologie,4
1998,Svitavy,Pardubický kraj,vnitřní lékařství,3
1999,Svitavy,Pardubický kraj,všeobecné praktické lékařství,41
2000,Svitavy,Pardubický kraj,zubní lékařství,32
2001,Tachov,Plzeňský kraj,Dentální hygienistka,2
2002,Tachov,Plzeňský kraj,Farmaceutický asistent,1
2003,Tachov,Plzeňský kraj,Fyzioterapeut,1
2004,Tachov,Plzeňský kraj,Klinický psycholog,1
2005,Tachov,Plzeňský kraj,Optometrista,4
2006,Tachov,Plzeňský kraj,Všeobecná sestra,5
2007,Tachov,Plzeňský kraj,Zubní technik,9
2008,Tachov,Plzeňský kraj,alergologie a klinická imunologie,1
2009,Tachov,Plzeňský kraj,anesteziologie a intenzivní medicína,13
2010,Tachov,Plzeňský kraj,chirurgie,5
2011,Tachov,Plzeňský kraj,dermatovenerologie,5
2012,Tachov,Plzeňský kraj,endokrinologie a diabetologie,1
2013,Tachov,Plzeňský kraj,gastroenterologie,1
2014,Tachov,Plzeňský kraj,gynekologie a porodnictví,7
2015,Tachov,Plzeňský kraj,kardiologie,2
2016,Tachov,Plzeňský kraj,oftalmologie,6
2017,Tachov,Plzeňský kraj,ortopedie a traumatologie pohybového ústrojí,2
2018,Tachov,Plzeňský kraj,plastická chirurgie,4
2019,Tachov,Plzeňský kraj,praktické lékařství pro děti a dorost,3
2020,Tachov,Plzeňský kraj,radiologie a zobrazovací metody,3
2021,Tachov,Plzeňský kraj,rehabilitační a fyzikální medicína,1
2022,Tachov,Plzeňský kraj,urologie,1
2023,Tachov,Plzeňský kraj,vnitřní lékařství,1
2024,Tachov,Plzeňský kraj,všeobecné praktické lékařství,18
2025,Tachov,Plzeňský kraj,zubní lékařství,13
2026,Teplice,Ústecký kraj,Fyzioterapeut,12
2027,Teplice,Ústecký kraj,Klinický logoped,4
2028,Teplice,Ústecký kraj,Klinický psycholog,2
2029,Teplice,Ústecký kraj,Optometrista,7
2030,Teplice,Ústecký kraj,Všeobecná sestra,3
2031,Teplice,Ústecký kraj,Zubní technik,8
2032,Teplice,Ústecký kraj,alergologie a klinická imunologie,3
2033,Teplice,Ústecký kraj,anesteziologie a intenzivní medicína,2
2034,Teplice,Ústecký kraj,chirurgie,1
2035,Teplice,Ústecký kraj,dermatovenerologie,5
2036,Teplice,Ústecký kraj,endokrinologie a diabetologie,5
2037,Teplice,Ústecký kraj,gastroenterologie,2
2038,Teplice,Ústecký kraj,gynekologie a porodnictví,15
2039,Teplice,Ústecký kraj,hematologie a transfúzní lékařství,1
2040,Teplice,Ústecký kraj,kardiologie,2
2041,Teplice,Ústecký kraj,neurologie,6
2042,Teplice,Ústecký kraj,oftalmologie,5
2043,Teplice,Ústecký kraj,ortodoncie,1
2044,Teplice,Ústecký kraj,ortopedie a traumatologie pohybového ústrojí,5
2045,Teplice,Ústecký kraj,otorinolaryngologie a chirurgie hlavy a krku,4
2046,Teplice,Ústecký kraj,pediatrie,2
2047,Teplice,Ústecký kraj,pneumologie a ftizeologie,1
2048,Teplice,Ústecký kraj,pracovní lékařství,1
2049,Teplice,Ústecký kraj,praktické lékařství pro děti a dorost,21
2050,Teplice,Ústecký kraj,praktické lékárenství,4
2051,Teplice,Ústecký kraj,psychiatrie,4
2052,Teplice,Ústecký kraj,rehabilitační a fyzikální medicína,4
2053,Teplice,Ústecký kraj,urologie,5
2054,Teplice,Ústecký kraj,vnitřní lékařství,1
2055,Teplice,Ústecký kraj,všeobecné praktické lékařství,42
2056,Teplice,Ústecký kraj,zubní lékařství,44
2057,Trutnov,Královéhradecký kraj,Dentální hygienistka,2
2058,Trutnov,Královéhradecký kraj,Fyzioterapeut,13
2059,Trutnov,Královéhradecký kraj,Klinický logoped,3
2060,Trutnov,Královéhradecký kraj,Klinický psycholog,7
2061,Trutnov,Královéhradecký kraj,Nutriční terapeut,1
2062,Trutnov,Královéhradecký kraj,Optometrista,4
2063,Trutnov,Královéhradecký kraj,Porodní asistentka,2
2064,Trutnov,Královéhradecký kraj,Všeobecná sestra,27
2065,Trutnov,Královéhradecký kraj,Zubní technik,9
2066,Trutnov,Královéhradecký kraj,alergologie a klinická imunologie,5
2067,Trutnov,Královéhradecký kraj,anesteziologie a intenzivní medicína,11
2068,Trutnov,Královéhradecký kraj,chirurgie,5
2069,Trutnov,Královéhradecký kraj,dermatovenerologie,2
2070,Trutnov,Královéhradecký kraj,endokrinologie a diabetologie,1
2071,Trutnov,Královéhradecký kraj,gynekologie a porodnictví,11
2072,Trutnov,Královéhradecký kraj,kardiologie,1
2073,Trutnov,Královéhradecký kraj,klinická onkologie,1
2074,Trutnov,Královéhradecký kraj,neurologie,5
2075,Trutnov,Královéhradecký kraj,oftalmologie,6
2076,Trutnov,Královéhradecký kraj,ortopedie a traumatologie pohybového ústrojí,7
2077,Trutnov,Královéhradecký kraj,otorinolaryngologie a chirurgie hlavy a krku,4
2078,Trutnov,Královéhradecký kraj,plastická chirurgie,1
2079,Trutnov,Královéhradecký kraj,pneumologie a ftizeologie,2
2080,Trutnov,Královéhradecký kraj,pracovní lékařství,1
2081,Trutnov,Královéhradecký kraj,praktické lékařství pro děti a dorost,27
2082,Trutnov,Královéhradecký kraj,praktické lékárenství,3
2083,Trutnov,Královéhradecký kraj,psychiatrie,6
2084,Trutnov,Královéhradecký kraj,radiologie a zobrazovací metody,2
2085,Trutnov,Královéhradecký kraj,rehabilitační a fyzikální medicína,2
2086,Trutnov,Královéhradecký kraj,tělovýchovné lékařství,1
2087,Trutnov,Královéhradecký kraj,urgentní medicína,4
2088,Trutnov,Královéhradecký kraj,urologie,3
2089,Trutnov,Královéhradecký kraj,vnitřní lékařství,2
2090,Trutnov,Královéhradecký kraj,všeobecné praktické lékařství,51
2091,Trutnov,Královéhradecký kraj,zubní lékařství,41
2092,Tábor,Jihočeský kraj,Dentální hygienistka,1
2093,Tábor,Jihočeský kraj,Fyzioterapeut,12
2094,Tábor,Jihočeský kraj,Klinický logoped,10
2095,Tábor,Jihočeský kraj,Klinický psycholog,4
2096,Tábor,Jihočeský kraj,Optometrista,12
2097,Tábor,Jihočeský kraj,Porodní asistentka,1
2098,Tábor,Jihočeský kraj,Všeobecná sestra,3
2099,Tábor,Jihočeský kraj,Zubní technik,22
2100,Tábor,Jihočeský kraj,anesteziologie a intenzivní medicína,6
2101,Tábor,Jihočeský kraj,chirurgie,4
2102,Tábor,Jihočeský kraj,dermatovenerologie,4
2103,Tábor,Jihočeský kraj,dětská a dorostová psychiatrie,1
2104,Tábor,Jihočeský kraj,dětská neurologie,1
2105,Tábor,Jihočeský kraj,dětské lékařství,5
2106,Tábor,Jihočeský kraj,endokrinologie a diabetologie,2
2107,Tábor,Jihočeský kraj,gynekologie a porodnictví,19
2108,Tábor,Jihočeský kraj,hematologie a transfúzní lékařství,1
2109,Tábor,Jihočeský kraj,kardiologie,2
2110,Tábor,Jihočeský kraj,neurologie,6
2111,Tábor,Jihočeský kraj,oftalmologie,6
2112,Tábor,Jihočeský kraj,ortodoncie,2
2113,Tábor,Jihočeský kraj,ortopedie a traumatologie pohybového ústrojí,5
2114,Tábor,Jihočeský kraj,otorinolaryngologie a chirurgie hlavy a krku,2
2115,Tábor,Jihočeský kraj,plastická chirurgie,3
2116,Tábor,Jihočeský kraj,pneumologie a ftizeologie,1
2117,Tábor,Jihočeský kraj,praktické lékařství pro děti a dorost,14
2118,Tábor,Jihočeský kraj,psychiatrie,7
2119,Tábor,Jihočeský kraj,radiologie a zobrazovací metody,1
2120,Tábor,Jihočeský kraj,rehabilitační a fyzikální medicína,3
2121,Tábor,Jihočeský kraj,urologie,1
2122,Tábor,Jihočeský kraj,vnitřní lékařství,1
2123,Tábor,Jihočeský kraj,všeobecné praktické lékařství,46
2124,Tábor,Jihočeský kraj,zubní lékařství,17
2125,Třebíč,Kraj Vysočina,Dentální hygienistka,1
2126,Třebíč,Kraj Vysočina,Fyzioterapeut,14
2127,Třebíč,Kraj Vysočina,Klinický logoped,5
2128,Třebíč,Kraj Vysočina,Klinický psycholog,4
2129,Třebíč,Kraj Vysočina,Optometrista,10
2130,Třebíč,Kraj Vysočina,Ortoptista,1
2131,Třebíč,Kraj Vysočina,Porodní asistentka,3
2132,Třebíč,Kraj Vysočina,Zubní technik,14
2133,Třebíč,Kraj Vysočina,algeziologie,1
2134,Třebíč,Kraj Vysočina,anesteziologie a intenzivní medicína,1
2135,Třebíč,Kraj Vysočina,chirurgie,5
2136,Třebíč,Kraj Vysočina,dermatovenerologie,4
2137,Třebíč,Kraj Vysočina,dětská a dorostová psychiatrie,1
2138,Třebíč,Kraj Vysočina,endokrinologie a diabetologie,4
2139,Třebíč,Kraj Vysočina,gynekologie a porodnictví,17
2140,Třebíč,Kraj Vysočina,neurologie,5
2141,Třebíč,Kraj Vysočina,oftalmologie,4
2142,Třebíč,Kraj Vysočina,ortopedie a traumatologie pohybového ústrojí,4
2143,Třebíč,Kraj Vysočina,otorinolaryngologie a chirurgie hlavy a krku,4
2144,Třebíč,Kraj Vysočina,pneumologie a ftizeologie,4
2145,Třebíč,Kraj Vysočina,praktické lékárenství,5
2146,Třebíč,Kraj Vysočina,psychiatrie,6
2147,Třebíč,Kraj Vysočina,radiologie a zobrazovací metody,3
2148,Třebíč,Kraj Vysočina,urologie,1
2149,Třebíč,Kraj Vysočina,vnitřní lékařství,1
2150,Třebíč,Kraj Vysočina,všeobecné praktické lékařství,3
2151,Třebíč,Kraj Vysočina,zubní lékařství,37
2152,Uherské Hradiště,Zlínský kraj,Dentální hygienistka,9
2153,Uherské Hradiště,Zlínský kraj,Fyzioterapeut,16
2154,Uherské Hradiště,Zlínský kraj,Klinický logoped,6
2155,Uherské Hradiště,Zlínský kraj,Klinický psycholog,6
2156,Uherské Hradiště,Zlínský kraj,Optometrista,8
2157,Uherské Hradiště,Zlínský kraj,Ortotik-protetik,4
2158,Uherské Hradiště,Zlínský kraj,Porodní asistentka,3
2159,Uherské Hradiště,Zlínský kraj,Všeobecná sestra,4
2160,Uherské Hradiště,Zlínský kraj,Zubní technik,22
2161,Uherské Hradiště,Zlínský kraj,Zubní technik pro fixní a snímatelné náhrady,3
2162,Uherské Hradiště,Zlínský kraj,alergologie a klinická imunologie,2
2163,Uherské Hradiště,Zlínský kraj,anesteziologie a intenzivní medicína,2
2164,Uherské Hradiště,Zlínský kraj,angiologie,1
2165,Uherské Hradiště,Zlínský kraj,chirurgie,7
2166,Uherské Hradiště,Zlínský kraj,dermatovenerologie,5
2167,Uherské Hradiště,Zlínský kraj,endokrinologie a diabetologie,3
2168,Uherské Hradiště,Zlínský kraj,gastroenterologie,2
2169,Uherské Hradiště,Zlínský kraj,gynekologie a porodnictví,16
2170,Uherské Hradiště,Zlínský kraj,hematologie a transfúzní lékařství,1
2171,Uherské Hradiště,Zlínský kraj,kardiologie,5
2172,Uherské Hradiště,Zlínský kraj,klinická onkologie,1
2173,Uherské Hradiště,Zlínský kraj,neurologie,6
2174,Uherské Hradiště,Zlínský kraj,oftalmologie,6
2175,Uherské Hradiště,Zlínský kraj,ortodoncie,1
2176,Uherské Hradiště,Zlínský kraj,ortopedická protetika,1
2177,Uherské Hradiště,Zlínský kraj,ortopedie a traumatologie pohybového ústrojí,5
2178,Uherské Hradiště,Zlínský kraj,otorinolaryngologie a chirurgie hlavy a krku,3
2179,Uherské Hradiště,Zlínský kraj,patologie,1
2180,Uherské Hradiště,Zlínský kraj,pneumologie a ftizeologie,2
2181,Uherské Hradiště,Zlínský kraj,praktické lékařství pro děti a dorost,23
2182,Uherské Hradiště,Zlínský kraj,praktické lékárenství,6
2183,Uherské Hradiště,Zlínský kraj,psychiatrie,3
2184,Uherské Hradiště,Zlínský kraj,radiologie a zobrazovací metody,2
2185,Uherské Hradiště,Zlínský kraj,rehabilitační a fyzikální medicína,3
2186,Uherské Hradiště,Zlínský kraj,revmatologie,2
2187,Uherské Hradiště,Zlínský kraj,urologie,5
2188,Uherské Hradiště,Zlínský kraj,vnitřní lékařství,3
2189,Uherské Hradiště,Zlínský kraj,všeobecné praktické lékařství,79
2190,Uherské Hradiště,Zlínský kraj,zubní lékařství,67
2191,Vsetín,Zlínský kraj,Dentální hygienistka,3
2192,Vsetín,Zlínský kraj,Fyzioterapeut,18
2193,Vsetín,Zlínský kraj,Klinický logoped,7
2194,Vsetín,Zlínský kraj,Klinický psycholog,8
2195,Vsetín,Zlínský kraj,Optometrista,7
2196,Vsetín,Zlínský kraj,Ortoptista,1
2197,Vsetín,Zlínský kraj,Porodní asistentka,4
2198,Vsetín,Zlínský kraj,Všeobecná sestra,4
2199,Vsetín,Zlínský kraj,Zubní technik,15
2200,Vsetín,Zlínský kraj,alergologie a klinická imunologie,4
2201,Vsetín,Zlínský kraj,anesteziologie a intenzivní medicína,8
2202,Vsetín,Zlínský kraj,chirurgie,5
2203,Vsetín,Zlínský kraj,dermatovenerologie,6
2204,Vsetín,Zlínský kraj,dětská kardiologie,1
2205,Vsetín,Zlínský kraj,endokrinologie a diabetologie,4
2206,Vsetín,Zlínský kraj,gastroenterologie,2
2207,Vsetín,Zlínský kraj,gynekologie a porodnictví,23
2208,Vsetín,Zlínský kraj,hematologie a transfúzní lékařství,1
2209,Vsetín,Zlínský kraj,kardiologie,1
2210,Vsetín,Zlínský kraj,neurochirurgie,2
2211,Vsetín,Zlínský kraj,neurologie,5
2212,Vsetín,Zlínský kraj,oftalmologie,9
2213,Vsetín,Zlínský kraj,ortodoncie,1
2214,Vsetín,Zlínský kraj,ortopedie a traumatologie pohybového ústrojí,5
2215,Vsetín,Zlínský kraj,otorinolaryngologie a chirurgie hlavy a krku,4
